case,arrival_core_temp_c,arrival_soc,charge_time_min,preconditioning_energy_kwh,relative_aging_damage,peak_core_temp_c,charge_status,feasible
nominal,-1.2701415020746245,0.1745470236899755,22.75,1.804385964912285,0.00017247923542691178,22.62648509684541,charge_complete,True
ambient_minus_5c,-1.9730766139335905,0.1745233902210204,23.666666666666668,1.804385964912285,0.0001637752486594498,21.703189738419248,charge_complete,True
ambient_plus_5c,-0.5670847407933589,0.17457043430674846,21.833333333333332,1.804385964912285,0.00018100105923512703,23.49706824607417,charge_complete,True
arrival_5min_early,-1.6398343689318868,0.1934256510513259,22.75,1.804385964912285,0.00015996660441880252,21.74077303890339,charge_complete,True
arrival_5min_late,-0.9063663139016983,0.15559503671591476,22.75,1.804385964912285,0.0001853771903271044,23.486466773006264,charge_complete,True
station_derated_100kw,-1.2701415020746245,0.1745470236899755,47.0,1.804385964912285,8.961041394244329e-05,14.458942043091817,charge_complete,True
