case,max_temperature_deviation_c,energy_deviation_pct,fallback_expected,thermal_balance_error_pct
invalid_forecast,0.0,0.0,True,2.0020940848936726e-12
high_heat_bias,0.8040057339047628,4.546088986657029,False,1.50735705325359e-12
