time_s,soc,battery_core_temp_c,battery_surface_temp_c,requested_traction_power_w,available_traction_power_w,actual_traction_power_w,preconditioning_thermal_power_w,preconditioning_aux_power_w,battery_terminal_power_w,power_closure_residual_w,preconditioning_reason
390.0,0.3253728735201233,24.514175065708493,24.113264804043407,17867.852593996915,220000.0,17867.852593996915,0.0,0.0,17867.852593996962,4.729372449219227e-11,temperature_in_benefit_band
395.0,0.3250199280230833,24.521216295231042,24.117390153058732,17766.57273563502,220000.0,17766.57273563502,0.0,0.0,17766.572735635076,5.4569682106375694e-11,temperature_in_benefit_band
400.0,0.3246695322062985,24.528161923460626,24.12156622035707,17638.268590217984,220000.0,17638.268590217984,0.0,0.0,17638.268590218016,3.2741809263825417e-11,temperature_in_benefit_band
405.0,0.3243221998290341,24.534996685903184,24.125789986118484,17484.34588481236,220000.0,17484.34588481236,0.0,0.0,17484.34588481238,2.1827872842550278e-11,temperature_in_benefit_band
410.0,0.3239784107211158,24.541706612667596,24.13005819119238,17306.49102878897,220000.0,17306.49102878897,0.0,0.0,17306.491028788943,-2.546585164964199e-11,temperature_in_benefit_band
415.0,0.3236386055013226,24.548279194365104,24.134367368217056,17106.652637168918,220000.0,17106.652637168918,0.0,0.0,17106.652637168896,-2.1827872842550278e-11,temperature_in_benefit_band
420.0,0.3233031807360308,24.55470352407996,24.138713875377512,16887.020181189677,220000.0,16887.020181189677,0.0,0.0,16887.020181189706,2.9103830456733704e-11,temperature_in_benefit_band
425.0,0.3229724845915887,24.560970413738282,24.14309393226534,16650.000000000004,220000.0,16650.000000000004,0.0,0.0,16649.999999999956,-4.729372449219227e-11,temperature_in_benefit_band
430.0,0.32264681302798753,24.567072483836068,24.147503657282734,16398.18893630466,220000.0,16398.18893630466,0.0,0.0,16398.188936304596,-6.548361852765083e-11,temperature_in_benefit_band
435.0,0.3223264065749605,24.573004226120922,24.15193910602407,16134.34588481236,220000.0,16134.34588481236,0.0,0.0,16134.345884812354,-5.4569682106375694e-12,temperature_in_benefit_band
440.0,0.32201144772479273,24.57876203943317,24.156396310072804,15861.36156520795,220000.0,15861.36156520795,0.0,0.0,15861.361565207944,-5.4569682106375694e-12,temperature_in_benefit_band
445.0,0.32170205896894505,24.58434423948016,24.160871315667773,15582.226850822668,220000.0,15582.226850822668,0.0,0.0,15582.226850822666,-1.8189894035458565e-12,temperature_in_benefit_band
450.0,0.3213983014981886,24.58975104382471,24.165360221720423,15300.0,220000.0,15300.0,0.0,0.0,15300.000000000036,3.637978807091713e-11,temperature_in_benefit_band
455.0,0.3211001745784105,24.59498453379972,24.169859216701443,15017.773149177334,220000.0,15017.773149177334,0.0,0.0,15017.773149177405,7.09405867382884e-11,temperature_in_benefit_band
460.0,0.3208076156066712,24.600048595404882,24.174364613960012,14738.638434792048,220000.0,14738.638434792048,0.0,0.0,14738.638434792058,9.094947017729282e-12,temperature_in_benefit_band
465.0,0.3205205008445709,24.604948841490597,24.17887288508951,14465.654115187643,220000.0,14465.654115187643,0.0,0.0,14465.654115187643,0.0,temperature_in_benefit_band
470.0,0.32023864681859254,24.609692517686046,24.183380691008157,14201.811063695339,220000.0,14201.811063695339,0.0,0.0,14201.811063695275,-6.366462912410498e-11,temperature_in_benefit_band
475.0,0.3199618123699153,24.614288394583546,24.18788491047933,13949.999999999998,220000.0,13949.999999999998,0.0,0.0,13949.999999999982,-1.6370904631912708e-11,temperature_in_benefit_band
480.0,0.31968970132930674,24.61874664865548,24.192382665852637,13712.979818810323,220000.0,13712.979818810323,0.0,0.0,13712.979818810398,7.457856554538012e-11,temperature_in_benefit_band
485.0,0.31942196578616766,24.62307873426186,24.19687134586107,13493.347362831086,220000.0,13493.347362831086,0.0,0.0,13493.34736283108,-5.4569682106375694e-12,temperature_in_benefit_band
490.0,0.31915820991467814,24.627297248918037,24.201348625360392,13293.508971211037,220000.0,13293.508971211037,0.0,0.0,13293.508971211091,5.4569682106375694e-11,temperature_in_benefit_band
495.0,0.318897994314331,24.631415793747987,24.205812481942722,13115.654115187643,220000.0,13115.654115187643,0.0,0.0,13115.654115187683,4.001776687800884e-11,temperature_in_benefit_band
500.0,0.31864084081697464,24.63544883076516,24.2102612093963,12961.731409782018,220000.0,12961.731409782018,0.0,0.0,12961.731409781956,-6.184563972055912e-11,temperature_in_benefit_band
