time_s,soc,battery_core_temp_c,battery_surface_temp_c,requested_traction_power_w,available_traction_power_w,actual_traction_power_w,preconditioning_thermal_power_w,preconditioning_aux_power_w,battery_terminal_power_w,power_closure_residual_w,preconditioning_reason,incremental_aging_damage,cumulative_route_aging_damage
1020.0,0.28619028181823014,-13.520928825242217,-13.941078185467799,16887.020181189677,220000.0,16887.020181189677,0.0,0.0,16887.020181189728,5.093170329928398e-11,strategy_none,9.528456421274006e-09,1.7085980220227857e-06
1025.0,0.2858542686789302,-13.513419508668974,-13.934625843711109,16650.0,220000.0,16650.0,0.0,0.0,16650.000000000022,2.1827872842550278e-11,strategy_none,9.371895922918678e-09,1.7179699179457044e-06
1030.0,0.2855234069756345,-13.506122045679323,-13.928164248350798,16398.18893630466,220000.0,16398.18893630466,0.0,0.0,16398.18893630467,7.275957614183426e-12,strategy_none,9.206067752775222e-09,1.7271759856984797e-06
1035.0,0.2851979417537467,-13.49904313635896,-13.921697838576723,16134.345884812365,220000.0,16134.345884812365,0.0,0.0,16134.345884812397,3.2741809263825417e-11,strategy_none,9.032973541496843e-09,1.7362089592399765e-06
1040.0,0.2848780583753069,-13.492186862505484,-13.9152310906192,15861.361565207955,220000.0,15861.361565207955,0.0,0.0,15861.361565207948,-7.275957614183426e-12,strategy_none,8.854668216821135e-09,1.7450636274567976e-06
1045.0,0.28456388057548904,-13.485554709750033,-13.908768464574205,15582.226850822668,220000.0,15582.226850822668,0.0,0.0,15582.226850822713,4.547473508864641e-11,strategy_none,8.673231926231618e-09,1.7537368593830292e-06
1050.0,0.2842554692066026,-13.479145625800996,-13.902314352832454,15300.000000000002,220000.0,15300.000000000002,0.0,0.0,15300.000000000042,4.001776687800884e-11,strategy_none,8.4907432279518e-09,1.762227602610981e-06
1055.0,0.2839528216787042,-13.47295611086738,-13.895873030799764,15017.773149177347,220000.0,15017.773149177347,0.0,0.0,15017.773149177376,2.9103830456733704e-11,strategy_none,8.309253999932658e-09,1.7705368566109137e-06
1060.0,0.28365587209798543,-13.466980335798075,-13.889448610502274,14738.638434792048,220000.0,14738.638434792048,0.0,0.0,14738.638434792048,0.0,strategy_none,8.13076641406958e-09,1.7786676230249832e-06
1065.0,0.28336449209637343,-13.46121028315408,-13.883044997567792,14465.654115187648,220000.0,14465.654115187648,0.0,0.0,14465.654115187685,3.637978807091713e-11,strategy_none,7.957212216303566e-09,1.7866248352412868e-06
1070.0,0.28307849233834553,-13.455635906315743,-13.876665851968209,14201.811063695335,220000.0,14201.811063695335,0.0,0.0,14201.81106369528,-5.4569682106375694e-11,strategy_none,7.790434447999387e-09,1.7944152696892861e-06
