case,scenario,strategy,arrival_core_temp_c,arrival_surface_temp_c,arrival_soc,preconditioning_energy_kwh,charge_time_s,grid_energy_kwh,final_soc,peak_core_temp_c,relative_aging_damage,preconditioning_status,charge_status,charge_time_min
preview_unavailable,cold_arrival,rule,-11.822062992689721,-12.329880263924156,0.2016673837963337,0.0,2255.0,51.866946197573796,0.8,15.253382167786661,8.815722571594161e-05,preview_unavailable,charge_complete,37.583333333333336
route_cancelled,cold_arrival,rule,-11.822062992689721,-12.329880263924156,0.2016673837963337,0.0,2255.0,51.866946197573796,0.8,15.253382167786661,8.815722571594161e-05,route_inactive,charge_complete,37.583333333333336
station_derated,cold_arrival,rule,10.006290746522177,17.79065039056287,0.1476673332685769,3.6087719298245853,2270.0,52.58884574518096,0.8,16.265339103159523,0.00011081901715736614,cold_arrival_preheat,charge_complete,37.833333333333336
late_station_selection,cold_arrival,rule,-9.565903367990023,-0.8248997673932942,0.3000026821686302,0.9021929824561393,1780.0,43.581240378465154,0.8,14.02849949839639,7.36720884995993e-05,cold_arrival_preheat,charge_complete,29.666666666666668
