time_s,soc,battery_core_temp_c,battery_surface_temp_c,requested_station_power_w,grid_power_w,charger_loss_w,dc_bus_power_w,auxiliary_power_w,accepted_battery_power_w,curtailed_station_power_w,battery_current_a,battery_heat_w,temperature_factor,soc_factor,limiting_reason,power_ledger_residual_w,incremental_aging_damage,cumulative_aging_damage
250.0,0.4666830280067194,39.88246332461398,25.575431241201596,220000.0,201734.96768218876,10086.748384109436,191648.21929807932,3346.6666666666665,188301.55263141266,18265.032317811245,-482.40398960874376,6288.998867679468,0.9009643666574764,1.0,temperature,0.0,2.1812478417495447e-06,0.0001205914298814404
255.0,0.470073829763726,39.893373950012275,25.474682703614366,220000.0,201597.64594262824,10079.882297131408,191517.76364549683,3346.6666666666665,188171.09697883017,18402.354057371762,-481.85077599567546,6265.8797219671005,0.900340176932201,1.0,temperature,0.0,2.177150065571942e-06,0.00012276857994701236
260.0,0.4734609086788079,39.90343697503689,25.37640596424429,220000.0,201470.5692468127,10073.528462340648,191397.04078447205,3346.6666666666665,188050.3741178054,18529.430753187306,-481.3217405642669,6243.892575501962,0.8997625555875854,1.0,temperature,0.0,2.173210784296581e-06,0.00012494179073130893
265.0,0.47684442872529575,39.9126832944632,25.280528780860617,220000.0,201353.3646024085,10067.668230120442,191285.69637228805,3346.6666666666665,187939.0297056214,18646.63539759151,-480.81600660616516,6222.992060500893,0.8992298072039294,1.0,temperature,0.0,2.1694241305289196e-06,0.00012711121486183786
270.0,0.4802245479236712,39.92114271602671,25.186981145072735,220000.0,201245.67217614898,10062.283608807455,191183.38856734152,3346.6666666666665,187836.72190067486,18754.327823851025,-480.3327281901964,6203.134753995534,0.8987402961754777,1.0,temperature,0.0,2.1657844495485994e-06,0.00012927699931138646
275.0,0.4836014185502145,39.928844001342135,25.095695210621905,220000.0,201147.1447955857,10057.357239779289,191089.7875558064,3346.6666666666665,187743.12088913974,18852.855204414314,-479.87108903510085,6184.279080934761,0.8982924444456448,1.0,temperature,0.0,2.1622862912655414e-06,0.000131439285602652
280.0,0.48697518733804185,39.935814905058876,25.006605224095363,220000.0,201057.4474725001,10052.872373625025,191004.57509887507,3346.6666666666665,187657.9084322084,18942.55252749991,-479.4303014280946,6166.385222946124,0.8978847293407105,1.0,temperature,0.0,2.1589244025058824e-06,0.0001335982100051579
285.0,0.49034599567084,39.94208221234328,24.919647457973355,220000.0,200976.25694685808,10048.812847342924,190927.44409951515,3346.6666666666665,187580.7774328485,19023.743053141923,-479.0096051870989,6149.415032380974,0.897515681496883,1.0,temperature,0.0,2.155693719613106e-06,0.000135753903724771
290.0,0.49371397976959075,39.94767177477268,24.834760145923447,220000.0,200903.26125025155,10045.163062512584,190858.09818773897,3346.6666666666665,187511.4315210723,19096.738749748445,-478.60826666458524,6133.33195129493,0.897183882875944,1.0,temperature,0.0,2.1525893613505257e-06,0.00013790649308612153
295.0,0.4970792708725652,39.95260854472108,24.751883420260086,220000.0,200838.15928783853,10041.907964391925,190796.2513234466,3346.6666666666665,187449.58465677995,19161.840712161473,-478.2255777911047,6118.100935041069,0.8968879648649758,1.0,temperature,0.0,2.1496066220917123e-06,0.00014005609970821323
300.0,0.5004419954088529,39.95691660831162,24.670959251490796,220000.0,200780.66043785133,10039.033021892566,190741.62741595876,3346.6666666666665,187394.9607492921,19219.33956214867,-477.8608551566711,6103.688380176213,0.8966266064559428,1.0,temperature,0.0,2.1467409652862636e-06,0.0001422028406734995
305.0,0.5038022751656814,39.960619217006496,24.591931389873682,220000.0,200730.48416779673,10036.524208389834,190693.9599594069,3346.6666666666665,187347.29329274024,19269.515832203266,-477.51343912826815,6090.062056402241,0.8963985325011494,1.0,temperature,0.0,2.1456944350530466e-06,0.00014434853510855256
310.0,0.5071602274497685,39.96373881790089,24.514745308914005,220000.0,200687.35966652693,10034.367983326345,190652.99168320058,3346.6666666666665,187306.32501653393,19312.64033347307,-477.1826930018444,6077.191042284358,0.8962025120408326,1.0,temperature,0.0,2.156049386869044e-06,0.0001465045844954216
315.0,0.5105159652429381,39.96629708278367,24.439348150730524,220000.0,200651.02549140406,10032.5512745702,190618.47421683386,3346.6666666666665,187271.8075501672,19348.974508595944,-476.8680021872466,6065.045664506251,0.8960373566993647,1.0,temperature,0.0,2.1665477109568774e-06,0.00014867113220637848
320.0,0.5138695973522225,39.968314936023916,24.36568867322512,220000.0,200621.22922982817,10031.061461491423,190590.16776833675,3346.6666666666665,187243.5011016701,19378.770770171832,-476.5687734246194,6053.597440439028,0.895901919146747,1.0,temperature,0.0,2.1771878311740654e-06,0.00015084832003755253
325.0,0.5172212285546621,39.96981258133909,24.293717198991878,220000.0,200597.7271744419,10029.886358722113,190567.8408157198,3346.6666666666665,187221.17414905314,19402.272825558088,-476.28443403088966,6042.8190238167035,0.8957950916222633,1.0,temperature,0.0,2.187968230687566e-06,0.0001530362882682401
330.0,0.5205709597370047,39.970809527497416,24.22338556590437,220000.0,200580.28401135912,10029.014200567966,190551.26981079116,3346.6666666666665,187204.6031441245,19419.715988640877,-476.0144311750022,6032.684153324673,0.8957158045173422,1.0,temperature,0.0,2.198887450336951e-06,0.00015523517571857705
335.0,0.5239188880304984,39.971324613004214,24.154647079322245,220000.0,200568.6725208091,10028.433626040467,190540.23889476864,3346.6666666666665,187193.57222810198,19431.32747919089,-475.7582311806731,6023.167603922039,0.8956630250148427,1.0,temperature,0.0,2.209944087048838e-06,0.00015744511980562588
340.0,0.5272651069409626,39.97137602981909,24.087456465860647,220000.0,200562.67328961237,10028.133664480614,190534.53962513176,3346.6666666666665,187187.8729584651,19437.326710387628,-475.515318855455,6014.245140729635,0.8956357557821298,1.0,temperature,0.0,2.221136792300848e-06,0.00015966625659792673
345.0,0.5306097064743164,39.970981346148356,24.02176982866804,220000.0,200562.07443494487,10028.103721747262,190533.9707131976,3346.6666666666665,187187.30404653095,19437.925565055135,-475.2851968449996,6005.893475328146,0.8956330337154599,1.0,temperature,0.0,2.2324642706336086e-06,0.00016189872086856035
350.0,0.5339527732577303,39.97015752835465,23.957544604160276,220000.0,200566.6713388747,10028.333566943737,190538.33777193096,3346.6666666666665,187191.6711052643,19433.3286611253,-475.067385011446,5998.090224320912,0.8956539287333223,1.0,temperature,0.0,2.2439252782093262e-06,0.00016414264614676968
355.0,0.5372943906565685,39.96892096202348,23.894739520160627,220000.0,200576.26639317788,10028.81331965889,190547.453073519,3346.6666666666665,187200.78640685233,19423.73360682212,-474.86141983490637,5990.813870025117,0.8956975426165187,1.0,temperature,0.0,2.2555186214153794e-06,0.00016639816476818505
360.0,0.5406346388872739,39.96728747222424,23.833314555397504,220000.0,200590.66875397635,10029.533437698818,190561.13531627753,3346.6666666666665,187214.46864961088,19409.33124602365,-474.66685383709694,5984.043723165488,0.8957630078928744,1.0,temperature,0.0,2.267243155511556e-06,0.0001686654079236966
365.0,0.543973595126347,39.96527234300132,23.77323090031336,220000.0,200609.69410575557,10030.484705287789,190579.20940046778,3346.6666666666665,187232.54273380112,19390.305894244433,-474.4832550261791,5977.75988745157,0.895849486764599,1.0,temperature,0.0,2.279097783319468e-06,0.00017094450570701608
370.0,0.5473113336155607,39.96289033612904,23.714450919140063,220000.0,200633.16443435213,10031.658221717604,190601.50621263453,3346.6666666666665,187254.83954596787,19366.835565647867,-474.31020636195143,5971.9432259288205,0.8959561700764008,1.0,temperature,0.0,2.291081453952894e-06,0.00017323558716096898
375.0,0.5506479257635497,39.960155709162514,23.65693811319767,220000.0,200660.90780851143,10033.04539042557,190627.86241808586,3346.6666666666665,187281.1957514192,19339.09219148857,-474.14730524053766,5966.57532899952,0.8960822763225801,1.0,temperature,0.0,2.3031931615875553e-06,0.00017553878032255653
380.0,0.5539834402439046,39.95708223281451,23.600657085375182,220000.0,200692.75816965112,10034.637908482575,190658.12026116854,3346.6666666666665,187311.4535945019,19307.24183034888,-473.9941629978016,5961.638484017978,0.8962270506913963,0.9985601649698895,temperature,0.0,2.315431944269205e-06,0.00017785421226682572
385.0,0.5573179430898985,39.953683207687426,23.545573505753342,220000.0,200728.5551294691,10036.427756473451,190692.12737299566,3346.6666666666665,187345.460706329,19271.44487053089,-473.8504044307105,5957.115646368949,0.8963897641451143,0.991147910569101,temperature,0.0,2.3277968827586754e-06,0.0001801820091495844
390.0,0.5606514977859662,39.94997148038757,23.49165407833103,220000.0,200768.1437750667,10038.407188753336,190729.73658631337,3346.6666666666665,187383.06991964672,19231.85622493329,-473.71566733594165,5952.990411945499,0.896569712534195,0.9837379042446701,temperature,0.0,2.3402870994127466e-06,0.00018252229624899713
395.0,0.5639841653560536,39.94595945904764,23.43886650881822,220000.0,200811.37448126517,10040.568724063254,190770.80575720192,3346.6666666666665,187424.13909053526,19188.62551873483,-473.5896020650379,5949.246990947004,0.8967662157441876,0.976330004920075,temperature,0.0,2.352901757099626e-06,0.00018487519800609677
400.0,0.5673160044489475,39.941659128282325,23.387179473459817,220000.0,200858.1027298124,10042.905136490619,190815.1975933218,3346.6666666666665,187468.53092665513,19141.89727018759,-473.4718710954547,5945.870182923275,0.8969786168739483,0.9689240769865476,temperature,0.0,2.365640058147895e-06,0.00018724083806424466
405.0,0.5706470714206959,39.937082063600265,23.33656258885597,220000.0,200908.18893519675,10045.409446759848,190862.7794884369,3346.6666666666665,187516.11282177025,19091.811064803245,-473.3621486168813,5942.84535299582,0.8972062814438769,0.96151999011345,temperature,0.0,2.3785012433278802e-06,0.00018961933930757255
410.0,0.5739774204142191,39.93223944529485,23.28698638274567,220000.0,200961.49827678775,10048.074913839402,190913.42336294835,3346.6666666666665,187566.7566962817,19038.501723212248,-473.2601201322282,5940.158409190839,0.8974485966329272,0.9541176190651202,temperature,0.0,2.391484590864332e-06,0.0001920108238984369
415.0,0.5773071034362123,39.92714207183504,23.23842226572173,220000.0,201017.90053705097,10050.895026852551,190967.00551019842,3346.6666666666665,187620.33884353176,18982.09946294903,-473.1654820727214,5937.795780823563,0.897704970543214,0.9467168435239576,temperature,0.0,2.4045894154794377e-06,0.00019441541331391632
420.0,0.5806361704314361,39.92180037277653,23.190842503846234,220000.0,201077.26994558264,10053.863497279148,191023.4064483035,3346.6666666666665,187676.73978163683,18922.730054417363,-473.0779414265467,5935.744397876325,0.8979748314910859,0.9393175479195283,temperature,0.0,2.417815067465139e-06,0.00019683322838138145
425.0,0.5839646693544843,39.91622442121237,23.144220192136782,220000.0,201139.48502873504,10056.974251436768,191082.51077729827,3346.6666666666665,187735.84411063162,18860.514971264958,-472.99721538053944,5933.991671317335,0.8982576273235954,0.9319196212634753,temperature,0.0,2.4311609317838735e-06,0.00019926438931316533
430.0,0.587292646239119,39.91042394578159,23.09852922889481,220000.0,201204.42846459994,10060.221423230018,191144.20704136993,3346.6666666666665,187797.54037470327,18795.571535400057,-472.9230309743985,5932.525474309129,0.8985528247593452,0.9245229569900348,temperature,0.0,2.4446264271966325e-06,0.00020170901574036195
435.0,0.590620145265257,39.90440834225321,23.05374429084832,220000.0,201271.9869431465,10063.599347157346,191208.38759598916,3346.6666666666665,187861.7209293225,18728.013056853495,-472.85512476697716,5931.334124260322,0.8988599087527395,0.9171274528019577,temperature,0.0,2.4582110054177613e-06,0.0002041672267457797
440.0,0.59394720882369,39.898186684702445,23.009840809082306,220000.0,201342.05103130048,10067.10255156504,191274.94847973544,3346.6666666666665,187928.28181306878,18657.948968699522,-472.79324251417097,5930.406365675573,0.8991783818807123,0.9097330105216511,temperature,0.0,2.4719141502953005e-06,0.000206639140896075
445.0,0.5972738775786165,39.8917677362949,22.966794945731092,220000.0,201414.51504277423,10070.725752138707,191343.78929063553,3346.6666666666665,187997.12262396887,18585.484957225766,-472.7371388579778,5929.7313537623295,0.899507763751047,0.9023395359473555,temperature,0.0,2.4857353770163004e-06,0.0002091248762730913
450.0,0.6005830805315193,39.88401069008275,22.92458357140774,220000.0,200411.13353466478,10020.55667673325,190390.57685793153,3346.6666666666665,187043.91019126488,19588.866465335217,-470.2551564651412,5841.954148290221,0.8998475904314464,0.8949469387141855,soc_taper,0.0,2.4748546801285882e-06,0.00021159973095321989
455.0,0.603865073215469,39.87429113882809,22.883161257954225,220000.0,198793.300979912,9939.665048995608,188853.63593091638,3346.6666666666665,185506.96926424972,21206.69902008801,-466.38843403496173,5705.896409742865,0.9002582575838546,0.8875931543744014,soc_taper,0.0,2.449661875476767e-06,0.00021404939282869666
460.0,0.6071200761165275,39.86266153370107,22.842471105223915,220000.0,197188.77122331454,9859.438561165734,187329.3326621488,3346.6666666666665,183982.66599548215,22811.228776685457,-462.5530438346337,5572.779365078764,0.9007728220620422,0.8802998372989578,soc_taper,0.0,2.424510928123973e-06,0.00021647390375682064
465.0,0.6103483082344684,39.849172835278374,22.802458534860033,220000.0,195597.43647168612,9779.871823584312,185817.5646481018,3346.6666666666665,182470.89798143515,24402.563528313884,-458.7487746547485,5442.531282696326,0.901388507039355,0.8730664975188277,soc_taper,0.0,2.3994111266727917e-06,0.00021887331488349343
470.0,0.613549987074421,39.83387456089782,22.763071208548993,220000.0,194019.18965847048,9700.959482923528,184318.23017554695,3346.6666666666665,180971.5635088803,25980.81034152952,-454.97541409852016,5315.082581236696,0.9021026146029096,0.865892648367848,soc_taper,0.0,2.3743713496140475e-06,0.00022124768623310747
475.0,0.6167253286397061,39.81681483033248,22.724258949049407,220000.0,192453.92444782684,9622.696222391358,182831.22822543548,3346.6666666666665,179484.56155876882,27546.075552173163,-451.23274875104147,5190.3657509268905,0.9029125232465861,0.8587778065012867,soc_taper,0.0,2.349400077491018e-06,0.00022359708631059847
