scenario,strategy,arrival_core_temp_c,arrival_surface_temp_c,arrival_soc,preconditioning_energy_kwh,charge_time_s,grid_energy_kwh,final_soc,peak_core_temp_c,relative_aging_damage,preconditioning_status,charge_status,charge_time_min
cold_arrival,none,-11.822062992689721,-12.329880263924156,0.2016673837963337,0.0,2255.0,51.866946197573796,0.8,15.253382167786661,9.228253203240456e-05,strategy_none,charge_complete,37.583333333333336
cold_arrival,rule,10.006290746522177,17.79065039056287,0.1476673332685769,3.6087719298245853,1055.0,54.13860377774808,0.8,30.369055609401524,0.00028884923287248593,cold_arrival_preheat,charge_complete,17.583333333333332
mild_arrival,none,25.948358000656484,25.418832940475344,0.24008359371790008,0.0,840.0,46.76721099292223,0.8,37.110364189489076,0.00036547551146047915,strategy_none,charge_complete,14.0
mild_arrival,rule,25.948358000656484,25.418832940475344,0.24008359371790008,0.0,840.0,46.76721099292223,0.8,37.110364189489076,0.00036547551146047915,temperature_in_benefit_band,charge_complete,14.0
hot_arrival,none,46.57442907023876,45.868236033629245,0.2914003438391198,0.0,910.0,37.71243994875906,0.75,46.58720811480848,0.00031051255143797437,strategy_none,charge_complete,15.166666666666666
hot_arrival,rule,37.03752334905262,36.73893161943989,0.2836112832211659,0.5345778470831709,740.0,38.73854477864838,0.75,45.04017840080262,0.000336360411087251,temperature_in_benefit_band,charge_complete,12.333333333333334
