time_s,soc,battery_core_temp_c,battery_surface_temp_c,requested_station_power_w,grid_power_w,charger_loss_w,dc_bus_power_w,auxiliary_power_w,accepted_battery_power_w,curtailed_station_power_w,battery_current_a,battery_heat_w,temperature_factor,soc_factor,limiting_reason,power_ledger_residual_w,incremental_aging_damage,cumulative_aging_damage
0.0,0.2935774276078914,46.58086104880469,45.447408809018626,220000.0,123655.92725829249,6182.796362914625,117473.13089537786,3346.6666666666665,114126.4642287112,96344.07274170751,-309.3750618780717,757.1837249224163,0.546059637457948,1.0,temperature,0.0,1.1525134161646257e-06,1.1525134161646257e-06
5.0,0.2957523803852523,46.58508536216585,45.03612346452983,220000.0,123581.01362558325,6179.050681279172,117401.96294430408,3346.6666666666665,114055.2962776374,96418.98637441675,-309.0722367828639,751.7596665664005,0.5457191209456339,1.0,temperature,0.0,1.1506975720336447e-06,2.3032109881982704e-06
10.0,0.29792565125634,46.58717686267443,44.63412241006656,220000.0,123531.81279937697,6176.590639968854,117355.22215940812,3346.6666666666665,114008.55549274145,96468.18720062303,-308.8332290493096,747.5595597541419,0.5454954808265139,1.0,temperature,0.0,1.1492376419745707e-06,3.452448630172841e-06
15.0,0.30009767359563755,46.58720811480848,44.2411553144633,220000.0,123507.45296992388,6175.372648496195,117332.08032142768,3346.6666666666665,113985.41365476101,96492.54703007612,-308.6558061107016,744.53585417873,0.5453847543290007,1.0,temperature,0.0,1.1481205914702214e-06,4.600569221643062e-06
20.0,0.3022688655318576,46.58524948113495,43.856978897357,220000.0,123507.08897448036,6175.354448724029,117331.73452575633,3346.6666666666665,113985.06785908966,96492.91102551964,-308.5378014628492,742.6439049425562,0.5453830998042568,1.0,temperature,0.0,1.1473338826421237e-06,5.747903104285186e-06
25.0,0.30443963039706046,46.581369203960165,43.48135672743356,220000.0,123529.9012960897,6176.4950648044905,117353.4062312852,3346.6666666666665,114006.73956461853,96470.0987039103,-308.47711242356456,741.8417565516488,0.5454867921752085,1.0,temperature,0.0,1.1468654490544779e-06,6.894768553339664e-06
30.0,0.30661035716071416,46.5756334829297,43.114059026820165,220000.0,123575.095112596,6178.754755629809,117396.34035696619,3346.6666666666665,114049.67369029952,96424.904887404,-308.47169799289645,742.0899427650106,0.5456922186138736,1.0,temperature,0.0,1.1467036719297583e-06,8.041472225269423e-06
35.0,0.3087814208493668,46.56810654882158,42.75486248140515,220000.0,123641.89939283322,6182.094969641665,117459.80442319156,3346.6666666666665,114113.13775652488,96358.10060716678,-308.519576808532,743.3513011042733,0.5459958744331334,1.0,temperature,0.0,1.1468373577038739e-06,9.188309582973297e-06
40.0,0.31095318295256374,46.558850733759854,42.40355005687646,220000.0,123729.5660371512,6186.478301857569,117543.08773529364,3346.6666666666665,114196.42106862697,96270.4339628488,-308.61882519115136,745.5908009270806,0.5463943591800339,1.0,temperature,0.0,1.1472557168519067e-06,1.0335565299825203e-05
45.0,0.3131259918156089,46.547926538060395,42.05991082027942,220000.0,123837.36905963499,6191.868452981755,117645.50060665324,3346.6666666666665,114298.83393998657,96162.63094036501,-308.7675752748416,748.7753840566006,0.5468843729185959,1.0,temperature,0.0,1.1479483439181975e-06,1.1483513643743402e-05
50.0,0.3153001830197353,46.53539269390623,41.723739766902796,220000.0,123964.60380954623,6198.230190477319,117766.37361906891,3346.6666666666665,114419.70695240224,96035.39619045377,-308.9640132179564,752.8738170403622,0.5474627126909203,1.0,temperature,0.0,1.1489051986872443e-06,1.2632418842430647e-05
55.0,0.3174760797502213,46.52130622603682,41.39483765231073,220000.0,124110.58622969496,6205.529311484759,117905.0569182102,3346.6666666666665,114558.39025154353,95889.41377030504,-309.2063774901216,757.8565541860312,0.5481262691461406,1.0,temperature,0.0,1.150116588434875e-06,1.3782535430865523e-05
60.0,0.31965399315296006,46.505722509623304,41.07301082934556,220000.0,124274.65214958554,6213.73260747928,118060.91954210626,3346.6666666666665,114714.25287543959,95725.34785041446,-309.4929572313015,763.6956105884392,0.5488720233274624,1.0,temperature,0.0,1.1515731512014774e-06,1.4934108582067e-05
65.0,0.32183422267996137,46.48869532549066,40.75807108993425,220000.0,124456.156611343,6222.8078305671515,118233.34878077585,3346.6666666666665,114886.68211410918,95543.843388657,-309.82209067913635,770.3644444245624,0.5496970436081781,1.0,temperature,0.0,1.1532658400321455e-06,1.6087374422099144e-05
70.0,0.324017056424242,46.4702769128372,40.449835511537636,220000.0,124654.47322653503,6232.72366132676,118421.74956520827,3346.6666666666665,115075.0828985416,95345.52677346497,-310.19216366093315,777.8378478485197,0.5505984827681415,1.0,temperature,0.0,1.1551859081306316e-06,1.7242560330229774e-05
75.0,0.32620277144453536,46.45051801959216,40.14812630808893,220000.0,124868.99356214586,6243.449678107296,118625.54388403856,3346.6666666666665,115278.87721737189,95131.00643785414,-310.6016081469516,786.0918458708147,0.5515735752027364,1.0,temperature,0.0,1.1573248948769364e-06,1.839988522510671e-05
80.0,0.3283916340802295,46.429467950543234,39.852770685273526,220000.0,125099.12655405863,6254.956327702937,118844.1702263557,3346.6666666666665,115497.50355968902,94900.87344594137,-311.0489008617953,795.1036026526654,0.5526196342568857,1.0,temperature,0.0,1.1596746126604287e-06,1.9559559837767138e-05
85.0,0.3305839002569211,46.40717461335754,39.563600700008536,220000.0,125344.29794651092,6267.2148973255535,119077.08304918537,3346.6666666666665,115730.4163825187,94655.70205348908,-311.5325619509136,804.8513346894874,0.5537340496771228,1.0,temperature,0.0,1.1622271344828277e-06,2.0721786972249967e-05
90.0,0.33277981578295385,46.38368456261181,39.28045312398602,220000.0,125603.9497560855,6280.197487804282,119323.75226828121,3346.6666666666665,115977.08560161454,94396.0502439145,-312.0511536993936,815.3142303971094,0.554914285175189,1.0,temperature,0.0,1.1649747822875697e-06,2.1886761754537537e-05
95.0,0.33497961663728987,46.3590430419404,39.003169311149094,220000.0,125877.53975888855,6293.87698794443,119583.66277094412,3346.6666666666665,116236.99610427745,94122.46024111145,-312.6032793003838,826.4723756505505,0.5561578760970217,1.0,temperature,0.0,1.167910115974245e-06,2.305467187051178e-05
100.0,0.3371835292490462,46.333294024403,38.73159506897536,220000.0,126164.5409996498,6308.227049982495,119856.31394966731,3346.6666666666665,116509.64728300064,93835.4590003502,-313.1875816706416,838.3066848583308,0.5574624271913904,1.0,temperature,0.0,1.1710259230587794e-06,2.422569779357056e-05
105.0,0.33939177076901134,46.306480251167784,38.46558053344687,220000.0,126464.4413215559,6323.222066077797,120141.2192554781,3346.6666666666665,116794.55258881144,93535.5586784441,-313.8027423108357,850.7988371858605,0.5588256104727822,1.0,temperature,0.0,1.174315208942025e-06,2.5400013002512587e-05
110.0,0.3416045493334407,46.278643268599836,38.20498004759049,220000.0,126776.74291570748,6338.837145785379,120437.9057699221,3346.6666666666665,117091.23910325543,93223.25708429252,-314.4474802083854,863.9312175697196,0.5602451631734702,1.0,temperature,0.0,1.1777711877514207e-06,2.6577784190264008e-05
115.0,0.3438220643204161,46.2498234638394,37.94965204347691,220000.0,127100.96188914578,6355.048094457292,120745.91379468849,3346.6666666666665,117399.24712802182,92899.03811085422,-315.1205507807145,877.6868621900144,0.5617188857800086,1.0,temperature,0.0,1.1813872737219392e-06,2.7759171463985947e-05
120.0,0.3460445065990391,46.220060098949325,37.69945892757066,220000.0,127436.62785047307,6371.831392523658,121064.79645794941,3346.6666666666665,117718.12979128274,92563.37214952693,-315.82074485695324,892.0494080923577,0.5632446401496789,1.0,temperature,0.0,1.1851570730846126e-06,2.894432853707056e-05
125.0,0.3482720587717161,46.18939134370654,37.45426696932767,220000.0,127783.28351213412,6389.164175606711,121394.11933652741,3346.6666666666665,118047.45266986074,92216.71648786588,-316.5468876961948,907.003046672326,0.5648203477026827,1.0,temperature,0.0,1.1890743764321983e-06,3.013340291350276e-05
130.0,0.35050489540977914,46.15785430710775,37.213946192940526,220000.0,128140.48430849108,6407.024215424564,121733.46009306652,3346.6666666666665,118386.79342639985,91859.51569150892,-317.29783804054233,922.5324807557877,0.5664439876861244,1.0,temperature,0.0,1.193133151533457e-06,3.132653606503622e-05
135.0,0.35274318328267706,46.12548506765569,36.97837027213533,220000.0,128507.79802887737,6425.389901443879,122082.40812743349,3346.6666666666665,118735.74146076682,91492.20197112263,-318.0724872012827,938.6228850272164,0.5681135955060603,1.0,temperature,0.0,1.1973275365688988e-06,3.252386360160512e-05
140.0,0.3549870815809567,46.09231870248828,36.74741642792752,220000.0,128884.8044648482,6444.240223242421,122440.56424160578,3346.6666666666665,119093.89757493911,91115.1955351518,-318.86975817658185,955.2598695746942,0.5698272611241106,1.0,temperature,0.0,1.2016518337621295e-06,3.3725515435367246e-05
145.0,0.3572367421332477,46.058389315409386,36.520965329247325,220000.0,129271.09507091586,6463.554753545803,122807.54031737006,3346.6666666666665,119460.87365070339,90728.90492908414,-319.6886047992407,972.4294463371384,0.5715831275153265,1.0,temperature,0.0,1.2061005033827285e-06,3.493161593874998e-05
150.0,0.3594923096174507,46.02373006387664,36.298900996348664,220000.0,129666.27263806999,6483.313631903511,123182.95900616648,3346.6666666666665,119836.2923394998,90333.72736193001,-320.52801091306344,990.1179982528583,0.5733793891842089,1.0,temperature,0.0,1.2106681580973315e-06,3.6142284096847305e-05
155.0,0.3617539217663226,45.988373184998515,36.081110706918395,220000.0,130069.9509794512,6503.497548972562,123566.45343047864,3346.6666666666665,120219.78676381196,89930.0490205488,-321.38698957653463,1008.3122509232103,0.5752142907359425,1.0,temperature,0.0,1.2153495576474312e-06,3.7357633654494735e-05
160.0,0.36402170956764035,45.95235002058992,35.867484904805714,220000.0,130481.75462756118,6524.087731378066,123957.66689618312,3346.6666666666665,120611.00022951644,89518.24537243882,-322.2645822925226,1026.9992466168587,0.5770861255000785,1.0,temperature,0.0,1.2201396038331286e-06,3.8577773258327866e-05
165.0,0.36629579745911944,45.915691041332735,35.657917111294225,220000.0,130901.3185424378,6545.06592712189,124356.25261531591,3346.6666666666665,121009.58594864924,89098.6814575622,-323.15985826282025,1046.1663204522242,0.5789932342040631,1.0,temperature,0.0,1.2250333357834657e-06,3.980280659411133e-05
170.0,0.3685763035182534,45.87842587008526,35.45230383884193,220000.0,131328.28783025668,6566.414391512837,124761.87343874385,3346.6666666666665,121415.20677207717,88671.71216974332,-324.07191366639927,1065.8010786065142,0.5809340036941493,1.0,temperature,0.0,1.2300259254950103e-06,4.1032832519606336e-05
175.0,0.3708633396472333,45.8405833043818,35.25054450721691,220000.0,131762.31747184493,6588.115873592265,125174.20159825266,3346.6666666666665,121827.534931586,88237.68252815507,-324.9998709603031,1085.8913784095257,0.5829068657013686,1.0,temperature,0.0,1.235112673621313e-06,4.226794519322765e-05
180.0,0.3731570117531004,45.802191338161634,35.0525413619589,220000.0,132203.0720606263,6610.153603031329,125592.91845759496,3346.6666666666665,122246.25179092829,87796.92793937371,-325.9428782021675,1106.4253101898776,0.5849102956503751,1.0,temperature,0.0,1.2402890054969106e-06,4.350823419872456e-05
