time_s,soc,battery_core_temp_c,battery_surface_temp_c,requested_traction_power_w,available_traction_power_w,actual_traction_power_w,preconditioning_thermal_power_w,preconditioning_aux_power_w,battery_terminal_power_w,power_closure_residual_w,preconditioning_reason,incremental_aging_damage,cumulative_route_aging_damage
275.0,0.3831919734468947,45.3254464284839,44.84211693487416,13950.0,220000.0,13950.0,0.0,0.0,13949.999999999853,-1.4733814168721437e-10,strategy_none,5.748385711468763e-08,3.584528591700994e-06
280.0,0.3829139874371692,45.329749293050604,44.8428638356558,14201.811063695337,220000.0,14201.811063695337,0.0,0.0,14201.811063695299,-3.8198777474462986e-11,strategy_none,5.8686403214432776e-08,3.6432149949154267e-06
285.0,0.38263079672037636,45.33417784848425,44.84368047984328,14465.654115187643,220000.0,14465.654115187643,0.0,0.0,14465.654115187652,9.094947017729282e-12,strategy_none,5.995348286193269e-08,3.7031684777773593e-06
290.0,0.382342219637077,45.33873750323366,44.84456785791112,14738.638434792048,220000.0,14738.638434792048,0.0,0.0,14738.638434792045,-3.637978807091713e-12,strategy_none,6.127227252505622e-08,3.7644407503024155e-06
295.0,0.3820481332487035,45.34343207596261,44.84552704686879,15017.773149177336,220000.0,15017.773149177336,0.0,0.0,15017.773149177292,-4.3655745685100555e-11,strategy_none,6.262917366185039e-08,3.827069923964266e-06
300.0,0.3817484747221946,45.34826373567368,44.84655917657486,15300.0,220000.0,15300.0,0.0,0.0,15299.999999999942,-5.820766091346741e-11,strategy_none,6.400992944699699e-08,3.891079853411263e-06
305.0,0.3814432420592946,45.35323295819241,44.84766539558946,15582.226850822664,220000.0,15582.226850822664,0.0,0.0,15582.226850822744,8.003553375601768e-11,strategy_none,6.539975862091316e-08,3.956479612032176e-06
310.0,0.38113249416095507,45.358338500573424,44.848846836902275,15861.36156520795,220000.0,15861.36156520795,0.0,0.0,15861.361565208083,1.3278622645884752e-10,strategy_none,6.678350617829483e-08,4.02326311821047e-06
315.0,0.38081635022448707,45.363577394817675,44.85010458389719,16134.345884812357,220000.0,16134.345884812357,0.0,0.0,16134.345884812381,2.3646862246096134e-11,strategy_none,6.814580995803973e-08,4.09140892816851e-06
320.0,0.3804949884784198,45.3689449620539,44.851439636934735,16398.188936304658,220000.0,16398.188936304658,0.0,0.0,16398.188936304534,-1.2369127944111824e-10,strategy_none,6.947128149992642e-08,4.160880209668437e-06
325.0,0.3801686442673448,45.374434848041425,44.85285288094803,16649.999999999996,220000.0,16649.999999999996,0.0,0.0,16650.000000000065,6.912159733474255e-11,strategy_none,7.074469882731992e-08,4.231624908495757e-06
330.0,0.3798376075062799,45.3800390805014,44.85434505445657,16887.020181189673,220000.0,16887.020181189673,0.0,0.0,16887.020181189702,2.9103830456733704e-11,strategy_none,7.19512081344193e-08,4.303576116630176e-06
